"LocID","Location","VarID","Variant","Time","MidPeriod","SexID","Sex","AgeGrp","AgeGrpStart","AgeGrpSpan","mx","qx","px","lx","dx","Lx","Sx","Tx","ex","ax"
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","0",0,1,0.17130765,0.15367,0.84633,1e+05,15367,89704,0.83159331,5439883,54.399,0.33
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","1-4",1,4,0.01549651,0.05970836,0.94029164,84633,5053,326093,0.94931024,5350179,63.216,1.53835
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","5-9",5,5,0.00290134,0.01439081,0.98560919,79580,1145,394720,0.99040188,5024087,63.133,2.224556
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","10-14",10,5,0.00105484,0.00525753,0.99474247,78434,412,390931,0.99327293,4629367,59.022,1.990653
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","15-19",15,5,0.00203088,0.01010732,0.98989269,78022,789,388302,0.98740721,4238435,54.324,2.706126
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","20-24",20,5,0.00299443,0.01486531,0.98513469,77234,1148,383412,0.98365822,3850134,49.851,2.599716
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","25-29",25,5,0.00354751,0.01758458,0.98241542,76085,1338,377146,0.98147537,3466722,45.564,2.547783
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","30-34",30,5,0.00393259,0.01947472,0.98052528,74747,1456,370160,0.97923348,3089576,41.334,2.542234
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","35-39",35,5,0.00450692,0.02228946,0.97771054,73292,1634,362473,0.97562315,2719416,37.104,2.559898
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","40-44",40,5,0.00544568,0.02687473,0.97312527,71658,1926,353637,0.96966016,2356943,32.891,2.583331
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","45-49",45,5,0.00701205,0.03448162,0.96551838,69732,2404,342908,0.95982883,2003306,28.728,2.606839
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","50-54",50,5,0.00959957,0.0469275,0.9530725,67328,3160,329133,0.94406314,1660399,24.661,2.624047
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","55-59",55,5,0.01379652,0.06680675,0.93319325,64168,4287,310722,0.91786423,1331266,20.746,2.639335
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","60-64",60,5,0.0211349,0.10066025,0.89933975,59881,6028,285201,0.87366805,1020544,17.043,2.643063
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","65-69",65,5,0.03392637,0.15697045,0.84302955,53854,8453,249171,0.80647793,735344,13.654,2.622465
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","70-74",70,5,0.05345671,0.23660962,0.76339038,45400,10742,200951,0.7148167,486173,10.709,2.574871
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","75-79",75,5,0.08278574,0.34311024,0.65688976,34658,11892,143643,0.59760481,285223,8.23,2.5068
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","80-84",80,5,0.12573251,0.47407532,0.52592468,22767,10793,85842,0.46244261,141580,6.219,2.406545
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","85-89",85,5,0.18587176,0.61623657,0.38376343,11974,7379,39697,0.32634503,55738,4.655,2.266286
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","90-94",90,5,0.26529151,0.74794698,0.25205302,4595,3437,12955,0.20936786,16041,3.491,2.084473
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","95-99",95,5,0.36288525,0.84983555,0.15016445,1158,984,2712,0.12118218,3086,2.665,1.872201
8,"Albania",2,"Medium","1950-1955",1953,1,"Male","100+",100,-1,0.46500935,NA,NA,174,174,374,NA,374,2.15,2.150494
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","0",0,1,0.14841845,0.13536,0.86464,1e+05,13536,91202,0.85074693,5610335,56.103,0.35
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","1-4",1,4,0.0142549,0.05509329,0.94490671,86464,4764,334172,0.95141038,5519133,63.832,1.547198
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","5-9",5,5,0.00339228,0.01680373,0.98319627,81700,1373,404705,0.98808381,5184962,63.463,2.23402
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","10-14",10,5,0.00154543,0.00769337,0.99230663,80328,618,399882,0.99110232,4780257,59.51,2.15931
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","15-19",15,5,0.00238726,0.01186971,0.98813029,79710,946,396324,0.98580293,4380375,54.954,2.649801
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","20-24",20,5,0.00330521,0.01639513,0.98360487,78763,1291,390698,0.98223152,3984051,50.582,2.584218
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","25-29",25,5,0.00382493,0.01894668,0.98105333,77472,1468,383755,0.97999054,3593353,46.383,2.544003
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","30-34",30,5,0.00425969,0.02107738,0.97892262,76004,1602,376077,0.97770653,3209598,42.229,2.537687
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","35-39",35,5,0.00478101,0.02362753,0.97637247,74402,1758,367693,0.97477018,2833521,38.084,2.543289
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","40-44",40,5,0.00548964,0.02708504,0.97291496,72644,1968,358416,0.97040768,2465828,33.944,2.557467
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","45-49",45,5,0.00661609,0.03255864,0.96744137,70677,2301,347809,0.96347183,2107412,29.818,2.57757
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","50-54",50,5,0.00843047,0.04131722,0.95868278,68376,2825,335105,0.95204892,1759603,25.734,2.602378
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","55-59",55,5,0.01156978,0.05631039,0.94368961,65551,3691,319036,0.93074317,1424498,21.731,2.63851
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","60-64",60,5,0.0177851,0.08537297,0.91462703,61859,5281,296941,0.89100221,1105462,17.871,2.660303
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","65-69",65,5,0.02938412,0.13740786,0.86259214,56578,7774,264575,0.82719068,808522,14.29,2.643967
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","70-74",70,5,0.04794141,0.21498581,0.78501419,48804,10492,218854,0.73572024,543947,11.146,2.601447
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","75-79",75,5,0.07691767,0.32326624,0.67673376,38312,12385,161015,0.61440333,325093,8.485,2.533787
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","80-84",80,5,0.12079868,0.46092698,0.53907302,25927,11950,98928,0.47084898,164078,6.328,2.430531
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","85-89",85,5,0.18402432,0.6133088,0.3866912,13976,8572,46580,0.32499898,65150,4.661,2.281564
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","90-94",90,5,0.26925486,0.75419774,0.24580226,5405,4076,15139,0.20124833,18570,3.436,2.084392
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","95-99",95,5,0.37504474,0.8601044,0.1398956,1328,1143,3047,0.11209607,3431,2.583,1.853101
8,"Albania",2,"Medium","1950-1955",1953,2,"Female","100+",100,-1,0.48318285,NA,NA,186,186,385,NA,385,2.07,2.06961
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","0",0,1,0.16008527,0.14478349,0.85521651,1e+05,14478,90441,0.84089974,5526162,55.262,0.339806
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","1-4",1,4,0.01489394,0.05747229,0.94252771,85522,4915,330008,0.95032015,5435721,63.56,1.542644
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","5-9",5,5,0.00313472,0.01553861,0.98446139,80607,1253,399562,0.98973812,5105712,63.341,2.229055
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","10-14",10,5,0.00128387,0.00639819,0.99360181,79354,508,395462,0.99184066,4706150,59.306,2.423123
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","15-19",15,5,0.0021954,0.01092143,0.98907857,78846,861,392235,0.98668699,4310688,54.672,2.681571
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","20-24",20,5,0.00313733,0.01556949,0.98443051,77985,1214,387013,0.9829671,3918453,50.246,2.601123
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","25-29",25,5,0.00368081,0.01823941,0.98176059,76771,1400,380421,0.98074222,3531440,46,2.547808
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","30-34",30,5,0.00409456,0.02026861,0.97973139,75371,1528,373095,0.97848032,3151019,41.807,2.539714
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","35-39",35,5,0.00463996,0.0229391,0.97706091,73843,1694,365066,0.97520203,2777924,37.619,2.550572
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","40-44",40,5,0.0054674,0.02697837,0.97302163,72149,1946,356013,0.97002507,2412858,33.443,2.568669
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","45-49",45,5,0.00681407,0.03351983,0.96648017,70203,2353,345342,0.96164826,2056844,29.299,2.589798
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","50-54",50,5,0.00900674,0.04408453,0.95591547,67850,2991,332097,0.94818465,1711502,25.225,2.609521
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","55-59",55,5,0.01261339,0.06123843,0.93876157,64858,3972,314890,0.9248052,1379405,21.268,2.632735
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","60-64",60,5,0.01932179,0.09241328,0.90758672,60887,5627,291212,0.88303967,1064515,17.484,2.650269
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","65-69",65,5,0.0314773,0.14647945,0.85352055,55260,8094,257151,0.81755816,773303,13.994,2.634441
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","70-74",70,5,0.05046712,0.22495329,0.77504671,47165,10610,210236,0.72610589,516152,10.943,2.588046
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","75-79",75,5,0.07956382,0.33225501,0.66774499,36555,12146,152654,0.60687222,305916,8.369,2.519845
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","80-84",80,5,0.12300417,0.46683391,0.53316609,24410,11395,92641,0.46710594,153262,6.279,2.419358
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","85-89",85,5,0.1848456,0.61461696,0.38538304,13014,7999,43273,0.32551661,60621,4.658,2.274773
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","90-94",90,5,0.26763278,0.75164935,0.24835065,5016,3770,14086,0.20464339,17347,3.459,2.084425
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","95-99",95,5,0.36976226,0.85571866,0.14428134,1246,1066,2883,0.11607884,3261,2.618,1.861399
8,"Albania",2,"Medium","1950-1955",1953,3,"Total","100+",100,-1,0.47474702,NA,NA,180,180,379,NA,379,2.106,2.106385
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","0",0,1,0.14581823,0.13284,0.86716,1e+05,13284,91100,0.85493498,5849984,58.5,0.33
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","1-4",1,4,0.01267064,0.04914887,0.95085113,86716,4262,336368,0.95883481,5758885,66.411,1.537249
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","5-9",5,5,0.00210657,0.01047155,0.98952845,82454,863,409871,0.99317471,5422517,65.764,2.221147
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","10-14",10,5,0.00071357,0.00356014,0.99643986,81591,290,407073,0.99511939,5012646,61.437,1.971499
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","15-19",15,5,0.00155148,0.0077304,0.9922696,81300,628,405086,0.99026949,4605573,56.649,2.749984
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","20-24",20,5,0.00230182,0.01144594,0.98855406,80672,923,401145,0.98737733,4200486,52.069,2.602914
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","25-29",25,5,0.00273887,0.01360297,0.98639703,79748,1085,396081,0.98573335,3799342,47.642,2.547886
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","30-34",30,5,0.00300508,0.01491511,0.9850849,78663,1173,390430,0.98419719,3403260,43.264,2.539559
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","35-39",35,5,0.00340448,0.01688224,0.98311776,77490,1308,384261,0.98151994,3012830,38.88,2.561318
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","40-44",40,5,0.00413308,0.02046195,0.97953805,76182,1559,377159,0.9766027,2628569,34.504,2.594079
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","45-49",45,5,0.00546453,0.02697254,0.97302746,74623,2013,368335,0.96796645,2251410,30.17,2.624783
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","50-54",50,5,0.00775546,0.03808135,0.96191865,72610,2765,356536,0.95375014,1883075,25.934,2.643494
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","55-59",55,5,0.01152339,0.05610238,0.94389762,69845,3918,340046,0.92998787,1526539,21.856,2.657206
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","60-64",60,5,0.018098,0.08681279,0.91318721,65927,5723,316239,0.88964682,1186493,17.997,2.659539
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","65-69",65,5,0.02962838,0.13845831,0.86154169,60203,8336,281341,0.82721077,870254,14.455,2.639466
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","70-74",70,5,0.04751329,0.21318962,0.78681038,51868,11058,232728,0.74020966,588913,11.354,2.593443
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","75-79",75,5,0.07470407,0.31534058,0.68465942,40810,12869,172268,0.62595472,356185,8.728,2.530279
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","80-84",80,5,0.11525716,0.44480724,0.55519276,27941,12428,107832,0.49015151,183918,6.582,2.435426
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","85-89",85,5,0.17313839,0.58990743,0.41009257,15513,9151,52854,0.34927828,76086,4.905,2.29982
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","90-94",90,5,0.25103838,0.72848444,0.27151556,6362,4634,18461,0.225073,23232,3.652,2.11989
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","95-99",95,5,0.34847404,0.83826103,0.16173897,1727,1448,4155,0.12915832,4771,2.762,1.904925
8,"Albania",2,"Medium","1955-1960",1958,1,"Male","100+",100,-1,0.45333854,NA,NA,279,279,616,NA,616,2.206,2.205857
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","0",0,1,0.12585747,0.11634,0.88366,1e+05,11634,92438,0.87237607,6010376,60.104,0.35
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","1-4",1,4,0.01151159,0.04478092,0.95521908,88366,3957,343750,0.96091933,5917938,66.971,1.545213
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","5-9",5,5,0.0025014,0.01242096,0.98757904,84409,1048,419142,0.99130059,5574188,66.038,2.231189
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","10-14",10,5,0.00109446,0.00545513,0.99454487,83360,455,415495,0.99347953,5155046,61.84,2.125804
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","15-19",15,5,0.00180541,0.0089891,0.9910109,82906,745,412786,0.98919033,4739551,57.168,2.661809
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","20-24",20,5,0.00251659,0.01250701,0.98749299,82160,1028,408324,0.9864006,4326765,52.662,2.58815
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","25-29",25,5,0.00292937,0.01454237,0.98545763,81133,1180,402771,0.98462142,3918441,48.297,2.547664
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","30-34",30,5,0.00327314,0.01623517,0.98376483,79953,1298,396577,0.9827112,3515670,43.972,2.543895
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","35-39",35,5,0.00373012,0.01848205,0.98151795,78655,1454,389721,0.97998407,3119093,39.655,2.555051
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","40-44",40,5,0.00440524,0.02179305,0.97820695,77201,1682,381920,0.9758553,2729373,35.354,2.571204
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","45-49",45,5,0.00544414,0.02686778,0.97313222,75519,2029,372699,0.96966416,2347453,31.084,2.587301
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","50-54",50,5,0.00701003,0.03447242,0.96552758,73490,2533,361392,0.95985111,1974754,26.871,2.609337
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","55-59",55,5,0.00968781,0.04736059,0.95263941,70956,3361,346883,0.94119959,1613362,22.737,2.649457
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","60-64",60,5,0.01515124,0.07318005,0.92681995,67596,4947,326486,0.90519067,1266479,18.736,2.676566
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","65-69",65,5,0.02563513,0.12092741,0.87907259,62649,7576,295532,0.84561548,939992,15.004,2.66185
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","70-74",70,5,0.04282141,0.19431144,0.80568856,55073,10701,249907,0.7578355,644460,11.702,2.620917
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","75-79",75,5,0.07017848,0.29953606,0.70046394,44372,13291,189388,0.6379239,394554,8.892,2.556901
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","80-84",80,5,0.1125744,0.4375905,0.5624095,31081,13601,120815,0.49177949,205166,6.601,2.456806
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","85-89",85,5,0.17502906,0.59491671,0.40508329,17480,10399,59414,0.33965588,84350,4.825,2.308799
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","90-94",90,5,0.26088877,0.74352609,0.25647391,7081,5265,20180,0.2087308,24936,3.522,2.108338
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","95-99",95,5,0.36910965,0.85612975,0.14387025,1816,1555,4212,0.11423149,4756,2.619,1.868986
8,"Albania",2,"Medium","1955-1960",1958,2,"Female","100+",100,-1,0.48097355,NA,NA,261,261,543,NA,543,2.079,2.079116
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","0",0,1,0.13604112,0.12482957,0.87517043,1e+05,12483,91759,0.86342302,5930945,59.309,0.339796
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","1-4",1,4,0.01210133,0.04700661,0.95299339,87517,4114,339953,0.95983863,5839187,66.721,1.541161
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","5-9",5,5,0.00229885,0.01142144,0.98857856,83403,953,414373,0.99260235,5499234,65.936,2.226037
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","10-14",10,5,0.00089443,0.00446191,0.99553809,82451,368,411308,0.99401108,5084860,61.672,2.431544
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","15-19",15,5,0.0016699,0.00831761,0.99168239,82083,683,408845,0.98979518,4673552,56.937,2.702231
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","20-24",20,5,0.0024009,0.01193585,0.98806415,81400,972,404673,0.9869114,4264708,52.392,2.604632
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","25-29",25,5,0.00282641,0.01403483,0.98596517,80428,1129,399376,0.98520449,3860035,47.993,2.549611
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","30-34",30,5,0.00313379,0.01554915,0.98445085,79300,1233,393467,0.98346678,3460659,43.64,2.541873
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","35-39",35,5,0.00356562,0.01767411,0.98232589,78067,1380,386962,0.98075916,3067192,39.289,2.556785
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","40-44",40,5,0.00426511,0.02110766,0.97889234,76687,1619,379516,0.97623343,2680231,34.95,2.579676
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","45-49",45,5,0.00545445,0.0269203,0.9730797,75068,2021,370496,0.96880118,2300714,30.648,2.602929
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","50-54",50,5,0.00738221,0.03627448,0.96372552,73047,2650,358937,0.95678564,1930218,26.424,2.622831
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","55-59",55,5,0.01058928,0.05165858,0.94834142,70398,3637,343426,0.93586071,1571281,22.32,2.645791
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","60-64",60,5,0.01652312,0.07954533,0.92045467,66761,5311,321399,0.89808579,1227854,18.392,2.664006
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","65-69",65,5,0.02744826,0.12892965,0.87107035,61450,7923,288644,0.83719349,906455,14.751,2.651342
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","70-74",70,5,0.04495612,0.20295485,0.79704515,53528,10864,241651,0.74972128,617812,11.542,2.60789
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","75-79",75,5,0.07222146,0.30668588,0.69331412,42664,13084,181171,0.63256807,376161,8.817,2.542973
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","80-84",80,5,0.11376935,0.44078826,0.55921174,29579,13038,114603,0.49111122,194990,6.592,2.446398
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","85-89",85,5,0.17418943,0.59269343,0.40730657,16541,9804,56283,0.3439178,80387,4.86,2.304812
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","90-94",90,5,0.25647685,0.73686804,0.26313196,6737,4965,19357,0.21571388,24105,3.578,2.113512
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","95-99",95,5,0.3603792,0.84880074,0.15119926,1773,1505,4175,0.12055607,4748,2.678,1.884191
8,"Albania",2,"Medium","1955-1960",1958,3,"Total","100+",100,-1,0.46829844,NA,NA,268,268,572,NA,572,2.135,2.13539
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","0",0,1,0.11376768,0.10571,0.89429,1e+05,10571,92917,0.88538314,6370243,63.702,0.33
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","1-4",1,4,0.00920694,0.03601012,0.96398988,89429,3220,349774,0.9701898,6277325,70.193,1.533852
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","5-9",5,5,0.00129504,0.00645193,0.99354807,86209,556,429495,0.99594455,5927551,68.758,2.216158
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","10-14",10,5,0.0003905,0.00195015,0.99804985,85652,167,427753,0.99693696,5498057,64.19,1.951892
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","15-19",15,5,0.00105554,0.00526555,0.99473445,85485,450,426443,0.99324023,5070303,59.312,2.813537
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","20-24",20,5,0.00159628,0.00795104,0.99204896,85035,676,423560,0.99116513,4643861,54.611,2.609585
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","25-29",25,5,0.00192036,0.0095568,0.9904432,84359,806,419818,0.99006419,4220300,50.028,2.546888
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","30-34",30,5,0.00206411,0.01026822,0.98973178,83553,858,415647,0.98927854,3800482,45.486,2.531386
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","35-39",35,5,0.00227647,0.01131945,0.98868055,82695,936,411191,0.98763338,3384836,40.932,2.55939
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","40-44",40,5,0.00277123,0.01376499,0.98623501,81759,1125,406105,0.98391341,2973645,36.371,2.610394
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","45-49",45,5,0.00383698,0.01901384,0.98098616,80634,1533,399573,0.97661573,2567540,31.842,2.655105
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","50-54",50,5,0.00581103,0.02866776,0.97133224,79100,2268,390229,0.96406044,2167967,27.408,2.674651
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","55-59",55,5,0.00913169,0.04471243,0.95528757,76833,3435,376204,0.94290665,1777738,23.138,2.68307
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","60-64",60,5,0.01490745,0.07204688,0.92795312,73397,5288,354725,0.90674385,1401534,19.095,2.681301
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","65-69",65,5,0.0251222,0.11863916,0.88136084,68109,8080,321645,0.84939609,1046808,15.37,2.660834
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","70-74",70,5,0.04135525,0.18821647,0.81178353,60029,11298,273204,0.76718822,725163,12.08,2.615568
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","75-79",75,5,0.06650469,0.28604931,0.71395069,48730,13939,209599,0.65560981,451959,9.275,2.55703
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","80-84",80,5,0.10497037,0.41460313,0.58539687,34791,14425,137415,0.51826223,242360,6.966,2.466772
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","85-89",85,5,0.16125974,0.56388555,0.43611445,20367,11484,71217,0.37123316,104945,5.153,2.334128
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","90-94",90,5,0.23879978,0.7107964,0.2892036,8882,6313,26438,0.23858706,33728,3.797,2.153245
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","95-99",95,5,0.33772587,0.82931367,0.17068633,2569,2130,6308,0.134691,7290,2.838,1.9319
8,"Albania",2,"Medium","1960-1965",1963,1,"Male","100+",100,-1,0.446557,NA,NA,438,438,982,NA,982,2.239,2.239356
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","0",0,1,0.0977053,0.09166,0.90834,1e+05,9166,93813,0.89997284,6600466,66.005,0.324975
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","1-4",1,4,0.00817332,0.03204882,0.96795118,90834,2911,356174,0.97307698,6506653,71.632,1.539676
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","5-9",5,5,0.00143401,0.00714162,0.99285838,87923,628,437871,0.99520042,6150480,69.953,2.224191
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","10-14",10,5,0.00054109,0.00270109,0.99729891,87295,236,435770,0.99645447,5712608,65.44,2.010064
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","15-19",15,5,0.00107314,0.00535249,0.99464751,87059,466,434225,0.99344843,5276838,60.612,2.701468
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","20-24",20,5,0.00152917,0.00761786,0.99238214,86593,660,431380,0.99166698,4842613,55.924,2.595685
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","25-29",25,5,0.00179765,0.00894885,0.99105115,85934,769,427785,0.9905367,4411234,51.333,2.552112
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","30-34",30,5,0.00201172,0.01000933,0.98999067,85165,852,423737,0.98921683,3983448,46.774,2.553295
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","35-39",35,5,0.00235578,0.01171207,0.98828793,84312,987,419168,0.98694983,3559711,42.221,2.576939
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","40-44",40,5,0.00294252,0.01460928,0.98539072,83325,1217,413698,0.98336617,3140544,37.69,2.596703
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","45-49",45,5,0.00381637,0.01890893,0.98109107,82107,1553,406816,0.97841849,2726846,33.211,2.603719
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","50-54",50,5,0.00500153,0.02471351,0.97528649,80555,1991,398036,0.97104902,2320030,28.801,2.620406
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","55-59",55,5,0.00699916,0.03443391,0.96556609,78564,2705,386513,0.95647896,1921993,24.464,2.668669
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","60-64",60,5,0.01131778,0.05515633,0.94484367,75859,4184,369691,0.92659252,1535480,20.241,2.705118
8,"Albania",2,"Medium","1960-1965",1963,2,"Female","65-69",65,5,0.02002052,0.09568378,0.90431622,71675,6858,342553,0.87440048,1165789,16.265,2.693285
