Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,1950-1955,1955-1960,1960-1965,1965-1970,1970-1975,1975-1980,1980-1985,1985-1990,1990-1995,1995-2000,2000-2005,2005-2010,2010-2015,2015-2020,2020-2025,2025-2030,2030-2035,2035-2040,2040-2045,2045-2050,2050-2055,2055-2060,2060-2065,2065-2070,2070-2075,2075-2080,2080-2085,2085-2090,2090-2095,2095-2100
77,Estimates,Senegal,,686,Country,914,676.482,759.015,865.572,995.031,1138.713,1278.712,1435.203,1538.816,1689.553,1850.554,2020.021,2290.261,2565.727,2720.091,2886.386,3081.767,3307.826,3544.113,3748.821,3928.236,4080.995,4234.924,4371.568,4505.83,4610.781,4703.066,4756.386,4783.543,4789.634,4783.178
78,Estimates,Sierra Leone,,694,Country,914,491.101,520.363,573.188,626.57,688.617,761.008,855.7,952.19,994.559,994.936,1104.446,1226.963,1243.167,1277.24,1303.561,1323.937,1340.519,1348.776,1353.163,1344.935,1330.248,1311.017,1288.089,1258.529,1225.58,1192.082,1158.49,1125.836,1091.463,1057.83
79,Estimates,Togo,,768,Country,914,340.461,361.254,392.468,459.768,545.971,611.94,689.004,759.974,805.378,908.71,1048.873,1155.625,1231.054,1299.394,1386.651,1490.843,1591.13,1678.521,1752.159,1818.608,1884.339,1944.42,1996.345,2036.367,2061.826,2076.339,2084.828,2079.803,2069.922,2047.536
80,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,25728.946,28333.543,31255.929,34050.011,37038.482,40425.261,44316.012,46264.772,46470.552,46309.206,47278.594,51140.014,56787.013,57546.082,56755.71,56229.408,56864.402,58326.91,59411.477,59677.898,59158.166,58439.806,57819.138,57322.327,56854.632,56243.4,55390.482,54293.077,53159.072,52124.32
81,Estimates,Northern Africa,,912,Subregion,1833,13051.01,14497.68,15992.491,17424.577,18763.866,20541.179,22428.144,23206.45,22731.268,22074.451,22497.562,24868.706,29072.709,29892.389,29324.216,29127.24,29959.032,31340.215,32321.843,32707.591,32641.511,32572.43,32595.817,32619.736,32554.941,32358.258,32014.502,31531.686,31016.961,30543.659
82,Estimates,Algeria,,12,Country,912,2337.677,2584.329,2920.315,3211.695,3623.859,4034.305,4247.935,4241.636,3928.418,3228.017,3081.634,3985.93,4784.239,5158.969,4666.982,4215.817,4041.613,4188.847,4452.358,4576.446,4466.641,4224.115,4025.614,3945.409,3966.432,3992.6,3939.569,3810.828,3664.621,3560.471
83,Estimates,Egypt,,818,Country,912,5607.527,6058.877,6464.137,7003.001,7396.169,8011.268,8950.855,9496.695,8995.311,8930.687,9099.625,10014.651,12642.133,12922.48,12648.393,12633.69,13328.865,14210.745,14610.466,14639.565,14537.751,14567.848,14668.768,14648.76,14475.317,14231.08,13990.455,13732.372,13473.099,13220.632
84,Estimates,Libya,,434,Country,912,302.09,342.918,398.422,498.945,588.857,640.887,656.351,672.889,622.569,586.697,590.262,653.192,681.263,631.411,590.945,554.974,535.634,536.847,541.268,534.351,512.151,485.405,465.234,454.447,449.213,442.951,430.434,413.905,397.933,386.283
85,Estimates,Morocco,,504,Country,912,2499.478,2939.154,3300.765,3409.926,3452.35,3652.033,3896.262,3693.902,3552.964,3241.892,3222.191,3290.394,3560.297,3409.201,3271.88,3143.381,3053.374,3006.546,2967.412,2897.882,2797.02,2682.724,2584.307,2503.961,2431.662,2358.14,2277.189,2194.488,2115.27,2039.757
86,Estimates,Sudan,,729,Country,912,1440.775,1642.591,1911.747,2246.32,2636.611,3078.958,3507.517,3934.678,4601.311,5167.627,5636.002,5992.618,6310.427,6694.834,7158.144,7679.142,8142.142,8531.651,8858.766,9162.885,9461.343,9793.384,10071.463,10302.642,10470.113,10575.171,10634.847,10663.434,10674.948,10664.679
87,Estimates,Tunisia,,788,Country,912,859.245,922.973,986.229,1038.72,1049.173,1098.843,1135.979,1131.465,993.566,880.771,822.979,881.645,1038.49,1018.469,928.987,840.443,796.935,803.956,828.519,832.013,801.328,753.149,714.031,697.422,694.173,689.37,672.262,646.133,619.817,599.858
88,Estimates,Western Sahara,,732,Country,912,4.218,6.838,10.876,15.97,16.847,24.885,33.245,35.185,37.129,38.76,44.869,50.276,55.86,57.025,58.885,59.793,60.469,61.623,63.054,64.449,65.277,65.805,66.4,67.095,68.031,68.946,69.746,70.526,71.273,71.979
89,Estimates,Western Asia,,922,Subregion,1833,12677.936,13835.863,15263.438,16625.434,18274.616,19884.082,21887.868,23058.322,23739.284,24234.755,24781.032,26271.308,27714.304,27653.693,27431.494,27102.168,26905.37,26986.695,27089.634,26970.307,26516.655,25867.376,25223.321,24702.591,24299.691,23885.142,23375.98,22761.391,22142.111,21580.661
90,Estimates,Armenia,,51,Country,922,246.263,341.301,355.226,290.222,301.556,342.436,391.784,406.07,323.742,211.85,203.412,220.933,219.475,208.501,182.909,160.677,151.723,154.259,158.246,154.108,142.95,131.154,124.024,121.923,121.527,118.756,112.626,105.284,99.322,95.475
91,Estimates,Azerbaijan,3,31,Country,922,622.667,805.55,956.832,878.578,786.608,775.638,886.652,1033.289,977.618,765.761,682.537,733.807,892.385,844.029,719.372,649.351,651.11,661.54,639.017,598.962,565.027,543.532,530.494,519.62,505.52,486.727,468.676,454.135,442.396,433.379
92,Estimates,Bahrain,,48,Country,922,28.043,33.736,39.848,41.566,42.198,51.718,64.186,71.852,70.772,70.962,79.361,92.281,104.287,109.031,111.265,112.039,112.097,106.662,100.914,97.717,96.867,96.862,95.995,94.326,92.231,90.597,89.876,89.738,89.669,89.477
93,Estimates,Cyprus,4,196,Country,922,71.144,71.389,71.572,60.079,59.445,63.207,71.675,71.898,73.595,65.681,60.315,62.648,64.269,62.755,57.752,54.977,55.094,56.212,56.56,55.729,54.24,53.106,53.079,54.021,54.829,55.115,54.908,54.695,54.978,55.724
94,Estimates,Georgia,5,268,Country,922,410.991,482.149,509.68,481.685,453.796,456.166,479.14,486.027,411.843,304.662,251.4,274.615,288.283,272.379,241.333,220.536,214.188,215.352,214.731,206.338,192.395,179.008,169.822,164.561,159.752,153.06,143.892,134.107,125.557,119.083
95,Estimates,Iraq,,368,Country,922,1629.2,1475.963,1709.573,2137.464,2360.654,2610.109,2849.028,3159.707,3493.829,3995.372,4399.306,4736.877,5375.12,5519.936,5865.562,6182.442,6458.458,6710.929,6911.114,7065.255,7186.743,7281.906,7327.401,7333.876,7314.802,7248.2,7151.078,7024.296,6897.934,6767.28
96,Estimates,Israel,,376,Country,922,243.19,256.419,290.012,335.672,419.249,459.372,459.102,480.899,520.04,598.905,660.167,734.718,820.617,848.837,851.84,869.004,906.062,951.498,994.026,1016.679,1019.78,1015.452,1016.146,1022.956,1034.463,1038.127,1032.103,1017.997,1004.261,994.337
97,Estimates,Jordan,,400,Country,922,137.971,199.345,281.401,376.57,462.183,474.946,525.162,583.848,707.028,787.928,846.484,972.571,1105.508,1073.232,1062.117,1016.706,993.186,972.25,933.881,884.83,849.13,831.283,815.8,793.129,764.675,732.664,703.31,681.705,665.858,647.01
98,Estimates,Kuwait,,414,Country,922,36.262,46.609,81.602,146.557,206.536,232.436,278.404,266.779,188.105,220.273,226.164,275.226,303.878,291.404,249.187,256.574,284.368,309.316,318.455,309.764,295.448,292.812,302.115,315.444,322.564,321.314,316.524,314.149,317.287,324.052
99,Estimates,Lebanon,,422,Country,922,288.01,326.375,362.869,369.654,381.987,392.79,370.698,370.413,429.773,436.446,397.785,375.817,501.802,586.681,544.751,463.981,400.416,363.945,349.854,347.923,347.794,339.552,322.633,304.327,290.93,283.71,279.179,272.388,262.622,250.888
100,Estimates,Oman,,512,Country,922,116.868,129.468,144.492,163.781,192.713,255.157,319.798,355.312,335.633,300.041,267.565,303.746,389.234,459.461,422.269,379.638,351.294,349.615,365.158,379.868,383.217,369.036,348.556,334.781,332.7,337.144,339.879,336.406,327.413,317.121
101,Estimates,Qatar,,634,Country,922,7.225,9.188,12.328,17.557,23.614,34.505,49.421,52.741,52.36,55.049,65.665,85.517,117.205,131.559,132.526,130.577,128.08,128.781,131.359,134.301,135.749,136.17,136.749,138.103,140.741,144.124,147.254,150.251,152.623,155.417
102,Estimates,Saudi Arabia,,682,Country,922,798.207,908.292,1062.294,1254.69,1536.363,1904.542,2464.373,2803.366,2906.882,2754.789,2805.219,2985.597,3077.367,2998.53,2828.437,2592.254,2438.117,2406.072,2435.386,2443.707,2369.363,2251.164,2139.355,2072.899,2056.206,2050.577,2026.387,1970.788,1904.945,1855.98
103,Estimates,State of Palestine,6,275,Country,922,220.446,244.348,294.163,298.095,298.134,334.508,366.925,435.406,538.368,595.007,606.643,648.657,705.988,708.469,735.356,753.533,774.211,790.96,802.608,808.557,805.895,800.212,789.929,777.709,761.99,746.209,728.733,710.587,691.92,673.784
104,Estimates,Syrian Arab Republic,,760,Country,922,931.059,1045.816,1183.644,1352.181,1606.383,1877.985,2106.998,2229.607,2251.222,2491.674,2646.154,2978.473,2564.066,2130.215,2158.379,2269.506,2233.701,2278.94,2361.67,2392.647,2320.806,2188.693,2065.75,2002.519,1980.212,1956.851,1906.989,1832.957,1755.313,1694.855
105,Estimates,Turkey,,792,Country,922,5634.06,6080.063,6384.962,6716.859,7256.239,7485.136,7634.72,7156.598,6872.612,6944.584,6723.759,6546.47,6516.387,6587.778,6368.809,6091.027,5866.741,5682.665,5511.42,5357.767,5167.458,4954.919,4750.267,4583.809,4440.992,4305.795,4162.248,4011.023,3860.186,3716.323
106,Estimates,United Arab Emirates,,784,Country,922,18.295,20.792,27.617,39.709,65.198,115.401,182.071,227.86,243.625,248.443,298.269,418.206,504.016,497.064,501.785,489.683,482.263,489.36,515.286,542.499,550.266,542.968,537.366,539.177,550.401,570.16,590.676,604.43,610.306,614.592
107,Estimates,Yemen,,887,Country,922,1238.035,1359.06,1495.323,1664.515,1821.76,2018.03,2387.731,2866.65,3342.237,3387.328,3560.827,3825.149,4164.417,4323.832,4397.845,4409.663,4404.261,4358.339,4289.949,4173.656,4033.527,3859.547,3697.84,3529.411,3375.156,3246.012,3121.642,2996.455,2879.521,2775.884
108,Estimates,CENTRAL AND SOUTHERN ASIA,,921,SDG region,1828,116955.746,127471.039,138721.227,149306.906,161840.595,175295.208,192736.269,202177.421,203573.511,204197.948,204021.976,202445.979,193530.88,192609.295,189274.781,184769.224,179569.765,173359.149,167403.344,162169.405,157431.496,152137.922,146844.41,141108.892,135803.442,131119.746,126619.109,122507.84,118249.33,114037.466
109,Estimates,Central Asia,,5500,Subregion,921,3511.146,4511.638,5279.116,5219.947,5712.253,6252.228,7093.251,7881.198,7529.411,6373.199,5991.301,7089.184,8130.58,8329.263,7663.569,7275.646,7507.234,7949.276,8083.93,7846.743,7568.244,7439.553,7420.152,7352.512,7207.933,7018.58,6833.522,6656.659,6485.135,6327.952
110,Estimates,Kazakhstan,,398,Country,5500,1253.322,1598.451,1841.867,1631.273,1760.744,1824.837,1959.333,2048.204,1661.253,1240.157,1255.615,1706.87,1912.795,1942.522,1719.224,1622.954,1684.501,1803.765,1866.049,1837.44,1760.334,1697.501,1678.066,1682.339,1679.761,1651.074,1603.883,1551.318,1513.532,1491.71
111,Estimates,Kyrgyzstan,,417,Country,5500,308.928,408.007,466.897,461.749,502.27,541.271,617.496,687.853,655.046,568.913,515.95,624.995,813.994,774.341,731.774,704.204,725.877,765.715,784.571,775.984,753.563,733.674,725.184,722.212,713.723,696.827,674.299,652.702,634.986,620.898
112,Estimates,Tajikistan,,762,Country,5500,355.28,464.937,547.756,590.041,656.434,723.865,885.48,1051.437,1034.043,980.253,957.479,1100.65,1285.125,1403.901,1356.382,1349.018,1477.767,1640.363,1701.648,1670.101,1677.772,1741.755,1803.287,1794.149,1752.728,1724.199,1714.221,1698.795,1658.646,1606.28
113,Estimates,Turkmenistan,,795,Country,5500,258.377,332.37,393.618,403.88,437.259,498.049,548.77,635.297,650.265,545.759,542.091,574.673,719.163,695.311,647.667,607.988,608.805,635.164,650.878,635.612,602.308,573.768,561.547,557.672,552.476,536.87,515.379,494.363,479.091,469.214
114,Estimates,Uzbekistan,,860,Country,5500,1335.239,1707.873,2028.978,2133.004,2355.546,2664.206,3082.172,3458.407,3528.804,3038.117,2720.166,3081.996,3399.503,3513.188,3208.522,2991.482,3010.284,3104.269,3080.784,2927.606,2774.267,2692.855,2652.068,2596.14,2509.245,2409.61,2325.74,2259.481,2198.88,2139.85
115,Estimates,Southern Asia,,5501,Subregion,921,113444.6,122959.401,133442.111,144086.959,156128.342,169042.98,185643.018,194296.223,196044.1,197824.749,198030.675,195356.795,185400.3,184280.032,181611.212,177493.578,172062.531,165409.873,159319.414,154322.662,149863.252,144698.369,139424.258,133756.38,128595.509,124101.166,119785.587,115851.181,111764.195,107709.514
116,Estimates,Afghanistan,,4,Country,5501,2015.476,2201.589,2439.13,2728.221,3056.451,3294.738,3164.281,3006.757,3701.778,4755.189,5394.05,5828.482,5898.49,6024.265,6118.618,6156.694,6148.908,6086.715,5965.37,5791.247,5612.012,5418.495,5205.02,4985.193,4774.123,4571.37,4379.592,4195.183,4017.995,3848.645
117,Estimates,Bangladesh,,50,Country,5501,9201.485,10798.694,12499.634,14319.003,15539.483,16513.386,17738.733,18161.619,17911.454,17713.318,17236.563,16057.962,15243.723,14732.419,14110.907,13219.463,12346.04,11560.358,10912.846,10381.16,9834.058,9308.198,8834.247,8411.193,8044.446,7697.032,7376.192,7058.789,6768.707,6495.468
118,Estimates,Bhutan,,64,Country,5501,44.909,51.966,58.962,68.11,77.302,86.182,93.456,100.692,94.262,84.251,75.917,70.003,64.44,65.573,62.394,57.467,52.218,47.795,45.144,43.482,41.555,38.911,36.024,33.414,31.437,29.96,28.548,26.87,25.04,23.248
119,Estimates,India,,356,Country,5501,85613.717,91482.04,98225.155,104822.411,113184.222,121169.424,131822.788,136793.293,137918.259,139249.384,139070.781,135811.549,124419.959,121188.663,119706.518,117610.423,113920.458,108162.546,102533.214,98476.99,95590.293,92533.533,89125.939,85116.675,81354.222,78309.837,75639.597,73370.868,70907.64,68311.776
120,Estimates,Iran (Islamic Republic of),,364,Country,5501,4615.234,5045.988,5432.579,5815.79,6326.136,7605.45,9546.656,9856.608,7722.776,6068.863,5886.765,6391.868,7045.954,7757.508,7060.548,6375.503,5996.228,5984.844,6140.513,6262.165,6189.05,5903.748,5578.731,5376.582,5312.818,5308.731,5264.402,5129.763,4936.494,4739.352
121,Estimates,Maldives,,462,Country,5501,16.641,22.414,26.322,28.596,30.362,32.982,42.087,46.593,42.859,33.489,29.067,34.524,37.652,35.839,32.116,27.804,26.273,27.284,28.383,27.651,25.503,23.439,22.548,22.643,22.849,22.434,21.392,20.261,19.571,19.265
122,Estimates,Nepal,,524,Country,5501,2129.144,2225.646,2316.758,2478.668,2702.929,2997.358,3276.938,3532.518,3763.323,3899.833,3550.596,3171.528,2940.964,2810.207,2797.685,2578.231,2308.384,2068.998,1913.401,1804.647,1684.234,1542.149,1415.504,1313.273,1227.219,1148.968,1070.653,994.899,922.726,855.702
123,Estimates,Pakistan,,586,Country,5501,8234.406,9337.259,10598.549,11903,13320.108,15344.381,17943.327,20966.33,23130.234,24308.035,25006.241,26162.255,27983.403,29970.376,30151.909,29959.143,29785.973,30032.886,30413.945,30260.252,29696.967,28806.432,28135.181,27479.695,26874.722,26129.97,25189.529,24296.486,23459.161,22759.507
124,Estimates,Sri Lanka,,144,Country,5501,1573.588,1793.805,1845.022,1923.16,1891.349,1999.079,2014.752,1831.813,1759.155,1712.387,1780.695,1828.624,1765.715,1695.182,1570.517,1508.85,1478.049,1438.447,1366.598,1275.068,1189.58,1123.464,1071.064,1017.712,953.673,882.864,815.682,758.062,706.861,656.551
125,Estimates,EASTERN AND SOUTH-EASTERN ASIA,,1832,SDG region,1828,180337.358,178779.773,204089.402,225594.138,216093.227,183660.084,186560.581,214174.023,179360.999,162754.352,155921.264,156462.667,158336.544,152434.331,142632.594,135609.701,131351.066,128380.447,126046.68,122643,118530.475,114367.159,110700.438,107649.057,104885.308,102162.402,99182.576,96032.605,93051.276,90406.075
126,Estimates,Eastern Asia,,906,Subregion,1832,141977.197,134401.27,154981.346,172520.368,160143.161,125710.854,126314.734,153889.126,119493.664,105631.482,97658.471,97642.671,99330.594,95153.345,86784.338,81022.421,78326.017,76719.347,75533.584,73370.1,70706.183,68071.301,65903.439,64263.889,62751.669,61224.626,59466.163,57580.358,55821,54313.607
127,Estimates,China,7,156,Country,906,123951.348,115939.194,136427.207,153196.583,139984.709,108312.505,109976.042,139476.275,105286.629,92223.915,85738.769,86434.191,88181.934,84889.903,77100.153,71651.553,69185.537,67936.661,66990.303,64979.986,62592.317,60244.4,58270.633,56778.471,55414.015,54026.938,52411.201,50700.37,49117.132,47739.817
128,Estimates,"China, Hong Kong SAR",8,344,Country,906,434.291,498.98,538.164,396.631,383.755,384.542,386.818,363.085,364.871,316.262,282.103,310.623,370.968,406.908,411.66,385.423,340.133,303.813,296.176,313.575,341.045,360.4,360.706,343.928,326.597,322.845,333.238,349.73,360.543,361.656
129,Estimates,"China, Macao SAR",9,446,Country,906,35.208,30.713,23.342,15.974,13.033,13.021,27.63,34.57,27.511,22.409,17.458,22.525,31.924,34.502,34.142,30.631,28.362,29.703,33.345,36.698,37.944,37.811,37.615,38.596,40.533,42.697,44.376,45.254,45.868,46.775
130,Estimates,"China, Taiwan Province of China",,158,Country,906,1919.571,2066.229,2162.417,2068.415,1963.063,2073.944,1953.416,1637.318,1627.503,1521.298,1209.352,966.762,1009.964,997.858,1001.741,990.352,947.99,864.499,794.71,783.746,798.231,809.606,808.086,785.213,747.535,713.696,703.271,709.071,717.573,717.038
131,Estimates,Dem. People's Republic of Korea,,408,Country,906,1304.537,2161.77,1950.486,2598.149,2504.538,1758.067,1972.461,2010.608,2180.41,2130.302,1969.274,1754.748,1730.06,1775.899,1760.143,1701.64,1591.274,1488.858,1444.485,1450.485,1437.749,1390.638,1317.829,1248.166,1209.345,1199.487,1185.694,1152.923,1101.995,1052.94
132,Estimates,Japan,,392,Country,906,10126.11,8330.857,8404.482,9110.251,10277.141,8701.997,7691.956,6819.539,6170.098,5981.019,5689.177,5570.693,5387.738,4766.941,4391.359,4234.325,4195.927,4166.337,4101.332,3951.562,3736.867,3553.834,3456.087,3421.239,3394.347,3336.104,3236.574,3120.441,3019.926,2956.589
133,Estimates,Mongolia,,496,Country,906,163.736,194.831,247.495,267.664,297.374,314.13,344.594,372.822,307.862,248.935,232.989,294.45,373.224,383.518,348.831,327.236,327.33,340.793,355.549,363.652,357.828,344.362,333.717,331.038,332.105,332.422,328.964,321.213,312.604,305.391
134,Estimates,Republic of Korea,,410,Country,906,4042.396,5178.696,5227.753,4866.701,4719.548,4152.648,3961.817,3174.909,3528.78,3187.342,2519.349,2288.679,2244.782,1897.816,1736.309,1701.261,1709.464,1588.683,1517.684,1490.396,1404.202,1330.25,1318.766,1317.238,1287.192,1250.437,1222.845,1181.356,1145.359,1133.401
135,Estimates,South-Eastern Asia,,920,Subregion,1832,38360.161,44378.503,49108.056,53073.77,55950.066,57949.23,60245.847,60284.897,59867.335,57122.87,58262.793,58819.996,59005.95,57280.986,55848.256,54587.28,53025.049,51661.1,50513.096,49272.9,47824.292,46295.858,44796.999,43385.168,42133.639,40937.776,39716.413,38452.247,37230.276,36092.468
136,Estimates,Brunei Darussalam,,96,Country,920,13.671,17.127,19.621,21.475,26.682,29.72,32.119,36.177,39.363,37.8,37.404,32.784,35.139,31.955,29.772,27.909,26.383,25.479,25.034,24.373,23.187,21.963,20.963,20.27,19.818,19.398,18.79,18.053,17.334,16.805
137,Estimates,Cambodia,,116,Country,920,1161.198,1272.842,1400.303,1484.776,1527.432,1445.105,1823.746,1927.604,1865.554,1753.447,1681.464,1810.724,1829.198,1831.645,1760.78,1700.202,1688.418,1688.5,1652.071,1589.484,1517.79,1467.054,1424.097,1372.588,1313.355,1254.689,1201.46,1155.178,1111.37,1067.15
138,Estimates,Indonesia,,360,Country,920,15689.144,18504.598,20481.082,22305.415,23483.869,24305.569,24800.555,23782.181,23109.991,22279.328,24099.43,24937.772,25131.957,24208.402,23569.127,23116.749,22719.28,22308.103,21790.268,21157.923,20513.27,19906.44,19353.99,18813.667,18293.742,17754.001,17200.177,16648.334,16150.358,15690.306
139,Estimates,Lao People's Democratic Republic,,418,Country,920,406.157,439.953,483.975,543.77,618.839,673.77,745.081,858.728,944.977,885.507,826.941,844.417,831.766,834.979,806.995,773.297,741.292,714.855,687.146,654.977,620.947,589.926,561.479,535.223,509.555,484.238,460.569,438.008,416.48,396.414
140,Estimates,Malaysia,10,458,Country,920,1427.848,1625.823,1845.383,1809.912,1882.603,2040.807,2282.646,2430.659,2618.311,2692.353,2373.618,2374.171,2506.214,2636.421,2647.388,2556.695,2417.403,2287.349,2225.266,2219.415,2226.888,2191.479,2114.784,2030.845,1973.379,1943.545,1932.427,1914.245,1877.743,1829.331
141,Estimates,Myanmar,,104,Country,920,4357.677,4598.621,4907.238,5273.907,5617.635,5915.487,6127.676,5836.203,5549.566,5639.908,5749.494,5276.888,4812.829,4738.387,4658.915,4598.291,4477.195,4276.322,4078.973,3913.215,3796.652,3708.172,3605.348,3485.626,3359.294,3237.454,3140.54,3059.814,2985.613,2903.986
142,Estimates,Philippines,,608,Country,920,4953.775,5529.753,6147.739,6736.06,7374.108,8277.796,9066.47,9905.856,10506.668,11165.064,11835.163,11660.094,11811.752,10889.397,11082.532,11169.759,11092.749,10814.394,10539.337,10239.51,9879.678,9554.2,9255.047,8951.389,8638.495,8309.011,7984.728,7685.647,7408.48,7156.911
143,Estimates,Singapore,,702,Country,920,269.941,310.795,293.526,249.46,239.16,197.866,217.513,254.083,285.337,269.696,235.702,237.44,255.308,250.294,248.612,239.349,222.337,207.162,202.414,207.928,214.538,215.001,210.145,204.334,201.182,202.43,205.618,207.528,207.703,206.31
144,Estimates,Thailand,,764,Country,920,4718.427,5477.465,6252.793,6939.192,6871.382,6506.581,6012.529,5555.555,5273.042,4800.955,4350.392,4092.63,3819.154,3622.935,3339.41,3118.158,2961.634,2841.569,2715.091,2597.397,2489.224,2390.977,2308.922,2238.018,2175.83,2113.96,2052.847,1995.344,1943.273,1896.578
145,Estimates,Timor-Leste,,626,Country,920,96.263,104.541,114.255,120.285,125.203,112.923,126.82,142.74,167.821,171.878,182.475,172.748,167.285,186.979,193.004,194.544,191.176,186.213,183.572,184.529,183.371,178.517,170.91,163.104,157.017,152.204,147.606,141.643,134.842,128.014
146,Estimates,Viet Nam,,704,Country,920,5266.06,6496.985,7162.141,7589.518,8183.153,8443.606,9010.692,9555.111,9506.705,7426.934,6890.71,7380.328,7805.348,8049.592,7511.721,7092.327,6487.182,6311.154,6413.924,6484.149,6358.747,6072.129,5771.314,5570.104,5491.972,5466.846,5371.651,5188.453,4977.08,4800.663
147,Estimates,LATIN AMERICA AND THE CARIBBEAN,,1830,SDG region,1828,38399.428,43003.97,47993.695,50980.73,53264.581,56555.251,58989.343,59612.54,59517.617,58847.758,56887.582,54566.688,53754.486,52746.134,51004.237,49078.487,47220.369,45420.74,43860.511,42519.152,41102.15,39659.161,38265.035,36923.624,35714.004,34595.816,33539.857,32491.145,31471.496,30501.669
148,Estimates,Caribbean,,915,Subregion,1830,3526.844,3749.094,4303.644,4244.97,4152.884,3931.393,4158.943,4260.758,4133.489,4033.386,3900.158,3802.565,3757.531,3583.373,3424.562,3296.18,3183.89,3068.744,2950.832,2827.879,2703.977,2587.628,2480.608,2378.961,2273.746,2173.942,2077.398,1985.676,1899.433,1816.439
149,Estimates,Antigua and Barbuda,,28,Country,915,7.983,8.679,8.977,9.026,7.784,5.734,5.75,5.759,6.214,7.227,7.567,7.22,7.38,7.4,7.119,6.841,6.577,6.449,6.373,6.29,6.113,5.903,5.727,5.593,5.48,5.376,5.243,5.099,4.971,4.858
150,Estimates,Aruba,,533,Country,915,9.055,9.389,9.181,7.641,6.854,6.792,6.861,6.506,6.463,6.556,6.314,5.899,5.695,6.152,6.451,6.678,6.677,6.323,5.94,5.763,5.824,5.911,5.887,5.718,5.497,5.331,5.279,5.272,5.25,5.16
151,Estimates,Bahamas,,44,Country,915,14.12,16.858,20.958,20.374,24.337,24.852,30.208,29.55,31.64,29.058,24.323,26.45,26.418,26.929,27.222,27.272,26.691,25.951,25.485,24.982,24.388,24.078,23.929,23.748,23.484,23.151,22.931,22.722,22.567,22.449
152,Estimates,Barbados,,52,Country,915,37.72,36.161,33.966,27.852,24.815,22.423,22.399,21.29,20.421,19.24,18.576,17.437,15.758,15.31,15.208,15.132,14.811,14.142,13.322,12.688,12.372,12.23,11.994,11.589,11.108,10.663,10.313,10.082,9.864,9.578
153,Estimates,Cuba,,192,Country,915,984.351,971.15,1342.667,1303.701,1212.627,845.132,826.413,918.334,800.092,763.566,686.073,622.033,635.945,578.587,531.205,494.605,470.954,452.734,433.288,412.746,391.672,372.426,356.707,343.252,330.558,317.503,304.193,291.952,280.482,270.499
154,Estimates,Cura?ao,,531,Country,915,20.151,21.67,19.905,19.035,16.317,15.443,15.153,15.312,13.521,10.502,9.433,9.389,10.087,8.774,8.814,8.951,8.986,8.825,8.56,8.287,8.131,8.117,8.12,8.066,7.958,7.831,7.744,7.721,7.713,7.697
155,Estimates,Dominican Republic,,214,Country,915,699.303,812.428,889.155,927.913,950.629,973.602,1007.446,1036.918,1068.536,1053.832,1045.539,1034.169,1042.49,1039.855,998.101,950.717,909.419,873.672,839.434,800.221,761.679,725.184,689.092,657.152,624.993,595.84,566.676,538.331,511.867,485.717
156,Estimates,Grenada,,308,Country,915,15.703,19.622,18.882,13.675,13.609,13.533,15.352,15.476,12.051,10.129,9.153,9.259,9.36,9.216,8.553,7.689,7.167,7.076,7.03,6.758,6.284,5.809,5.482,5.307,5.142,4.911,4.63,4.334,4.083,3.895
157,Estimates,Guadeloupe,,312,Country,915,45.364,49.031,51.312,51.165,46.095,39.009,33.131,37.999,36.085,35.196,33.267,29.942,25.594,23.453,22.693,24,24.88,23.59,21.264,19.791,19.518,19.883,20.053,19.435,18.249,17.107,16.528,16.367,16.25,15.848
158,Estimates,Haiti,,332,Country,915,769.259,822.844,886.067,914.275,940.102,1081.466,1284.951,1305.265,1316.584,1336.043,1354.51,1370.917,1375.507,1355.329,1332.078,1298.05,1264.584,1233.115,1201.539,1166.538,1126.429,1083.714,1043.459,1004.183,963.472,925.776,889.399,853.395,818.58,784.991
159,Estimates,Jamaica,,388,Country,915,252.682,311.026,344.472,344.112,315.798,303.915,322.154,312.808,302.562,295.521,269.576,256.789,243.486,237.437,225.713,210.201,195.366,182.88,172.906,164.54,155.214,144.547,134.063,124.365,115.673,107.854,100.108,92.115,83.91,76.133
160,Estimates,Martinique,,474,Country,915,48.583,51.435,52.375,50.834,42.343,29.995,28.397,31.467,29.943,29.096,28.2,26.505,22.212,18.668,17.882,18.616,19.114,18.003,15.983,14.629,14.268,14.386,14.429,13.895,12.862,11.816,11.204,10.986,10.861,10.519
161,Estimates,Puerto Rico,,630,Country,915,411.006,388.335,387.348,343.504,341.848,351.321,324.73,309.273,304.046,277.843,255.591,230.879,185.411,115.128,94.505,106.706,111.538,100.933,88.011,78.115,71.216,69.063,68.118,65.272,60.228,54.87,50.496,47.565,45.647,43.632
162,Estimates,Saint Lucia,,662,Country,915,19.896,22.304,21.369,20.623,19.822,21.29,20.366,19.969,18.622,16.46,12.771,11.594,11.205,10.979,10.301,9.342,8.508,7.897,7.541,7.318,7.055,6.717,6.392,6.112,5.911,5.747,5.586,5.423,5.25,5.077
