"country","country_code","age","1955","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Azerbaijan",31,70,35,34.926,39.584,30.586,50.021,60.821,57.457,62.375,46.672,58.923,83.484,93.907,117.234,66.435,83.624,153.621,219.418,274.73,265.072,254.599,273.404,322.469,369.121,354.758,278.007,245.897,269.306,333.59,326.277,299.696
"Azerbaijan",31,75,21,25.054,25.638,29.445,23.073,35.942,44.795,43.626,47.448,33.214,38.999,59.903,69.043,91.685,52.199,66.317,123.085,177.644,224.835,219.221,212.732,230.696,274.678,317.301,307.637,243.125,216.752,239.241,298.493,293.921
"Azerbaijan",31,80,12,11.987,14.895,15.722,18.614,14.365,21.992,30.586,29.818,30.438,18.395,23.036,37.188,46.771,60.072,34.715,44.832,84.607,124.241,159.94,158.576,156.381,172.252,208.23,244.095,240.048,192.273,173.71,194.123,245.038
"Azerbaijan",31,85,5,5.109,5.421,7.037,7.748,9.579,7.119,12.242,17.413,15.373,14.133,8.498,11.27,20.002,23.087,30.304,17.93,23.72,45.906,69.118,91.222,92.661,93.572,105.5,130.47,156.387,157.099,128.54,118.483,134.952
"Azerbaijan",31,90,3,1.536,1.703,1.844,2.443,2.748,3.483,2.651,4.657,5.852,5.116,4.412,3.192,4.29,6.562,7.782,10.536,6.436,8.804,17.623,27.452,37.465,39.341,41.064,47.835,61.103,75.57,78.362,66.091,62.725
"Azerbaijan",31,95,0,0.687,0.385,0.412,0.43,0.553,0.616,0.77,0.572,0.931,1.166,0.928,0.989,0.727,0.843,1.333,1.638,2.299,1.459,2.077,4.329,7.024,9.987,10.931,11.896,14.45,19.235,24.821,26.823,23.555
"Azerbaijan",31,100,0,0,0.115,0.075,0.063,0.055,0.062,0.062,0.064,0.067,0.107,0.121,0.118,0.124,0.086,0.1,0.158,0.203,0.292,0.21,0.284,0.592,1.013,1.519,1.787,2.044,2.566,3.54,4.808,5.599
"Armenia",51,0,77,113.364,157.54,166.278,139.168,145.783,159.873,179.554,185.802,138.375,92.754,88.264,97.318,102.875,98.884,91.696,81.307,77.736,79.8,82.216,80.751,72.374,67.259,64.221,63.471,63.556,61.986,58.497,54.584,51.738
"Armenia",51,5,57,79.588,116.616,162.618,173.619,147.366,147.32,157.84,178.016,170.512,132.099,89.039,82.083,96.384,102.326,98.369,91.21,80.83,77.269,79.338,81.758,80.299,71.933,66.825,63.793,63.045,63.132,61.565,58.08,54.17
"Armenia",51,10,98,59.401,83.056,120.753,169.018,178.994,148.77,145.984,156.617,156.545,162.021,128.994,84.742,81.347,96.11,102.056,98.105,90.954,80.582,77.025,79.096,81.515,80.061,71.698,66.594,63.563,62.817,62.905,61.338,57.856
"Armenia",51,15,74,100.224,62.053,86.11,126.285,172.979,179.815,147.356,137.885,134.117,147.647,157.059,125.16,84.012,80.69,95.449,101.394,97.449,90.306,79.944,76.393,78.462,80.886,79.432,71.075,65.976,62.946,62.202,62.291,60.726
"Armenia",51,20,78,76.193,102.618,64.475,90.287,133.842,178.515,176.366,137.374,114.654,125.455,140.428,152.009,124.187,82.551,79.239,93.986,99.929,95.993,88.861,78.513,74.966,77.039,79.463,78.013,69.664,64.568,61.543,60.802,60.892
"Armenia",51,25,44,79.797,78.706,104.813,67.731,96.526,138.569,172.706,173.692,111.649,106.181,116.376,133.155,149.263,122.353,80.778,77.473,92.204,98.147,94.219,87.099,76.764,73.225,75.299,77.723,76.278,67.938,62.848,59.829,59.09
"Armenia",51,30,28,45.509,81.981,80.979,107.824,70.012,97.18,133.19,171.569,147.223,101.373,98.808,107.272,130.329,147.616,120.764,79.26,75.964,90.679,96.618,92.701,85.595,75.28,71.748,73.825,76.25,74.811,66.483,61.403,58.387
"Armenia",51,35,44,29.021,47.143,83.8,84.101,109.095,67.627,94.464,131.522,147.841,135.64,96.978,91.384,105.993,129.004,146.263,119.49,78.096,74.816,89.508,95.443,91.543,84.461,74.171,70.653,72.733,75.161,73.73,65.419,60.348
"Armenia",51,40,41,44.43,30.029,48.501,86.291,84.669,104.388,65.638,93.112,112.015,136.895,129.224,92.434,90.074,104.872,127.807,145.018,118.379,77.162,73.91,88.565,94.498,90.628,83.582,73.333,69.834,71.921,74.352,72.935,64.649
"Armenia",51,45,37,41.362,44.885,31.005,50.441,86.743,82.896,102.001,64.506,77.542,102.722,127.285,122.426,90.845,88.955,103.678,126.49,143.632,117.215,76.286,73.078,87.681,93.614,89.791,82.802,72.616,69.151,71.246,73.687,72.291
"Armenia",51,50,23,37.037,41.673,45.116,32.224,53.136,86.435,81.398,100.138,52.796,69.658,93.015,117.012,119.812,89.387,87.582,102.192,124.82,141.862,115.792,75.315,72.177,86.702,92.636,88.884,81.982,71.898,68.483,70.594,73.048
"Armenia",51,55,18,22.753,36.779,41.311,45.203,35.169,54.405,85.017,80.047,90.338,46.226,63.728,82.344,113.3,117.132,87.446,85.777,100.227,122.586,139.489,113.937,74.119,71.088,85.499,91.434,87.787,81.016,71.077,67.736,69.87
"Armenia",51,60,28,17.333,22.232,35.636,40.744,44.418,35.683,52.255,82.311,70.398,82.909,43.148,56.805,78.152,109.326,113.247,84.69,83.23,97.446,119.415,136.119,111.339,72.5,69.629,83.874,89.811,86.327,79.746,70.023,66.791
"Armenia",51,65,23,25.462,16.262,20.994,34.112,37.685,41.419,32.682,49.026,71.146,61.81,75.585,38.773,51.923,73.59,103.315,107.395,80.563,79.42,93.271,114.636,131.027,107.432,70.101,67.469,81.449,87.394,84.152,77.867,68.476
"Armenia",51,70,19,19.713,22.11,14.525,19.298,29.224,32.523,35.818,28.394,40.517,59.187,52.085,64.535,33.487,46.693,66.582,94.057,98.333,74.156,73.479,86.723,107.092,122.945,101.218,66.28,64.013,77.553,83.475,80.619,74.803
"Armenia",51,75,13,14.551,15.536,17.663,12.256,14.752,23.462,25.604,27.773,21.46,31.216,44.116,39.634,51.095,27.563,38.838,55.983,79.905,84.348,64.19,64.161,76.363,95.044,109.939,91.119,60.037,58.344,71.091,76.94,74.683
"Armenia",51,80,6,7.825,8.993,9.851,11.612,8.317,10.06,15.6,16.189,18.36,14.294,18.22,27.849,27.04,35.837,19.657,28.206,41.378,60.046,64.397,49.752,50.456,60.882,76.79,89.896,75.351,50.201,49.287,60.654,66.252
"Armenia",51,85,3,2.763,3.783,4.573,5.225,7.055,4.761,5.573,7.907,8.708,10.144,7.007,9.696,16.162,14.585,19.835,11.181,16.484,24.814,36.919,40.565,32.075,33.26,41.018,52.773,62.961,53.787,36.463,36.413,45.54
"Armenia",51,90,1,1.084,1.085,1.615,2.163,2.629,3.457,2.316,2.216,3.201,3.731,4.704,3.263,4.603,5.889,5.502,7.771,4.549,6.954,10.847,16.718,19.003,15.528,16.643,21.154,28.023,34.454,30.257,21.078,21.614
"Armenia",51,95,0,0.237,0.286,0.32,0.547,0.799,0.936,1.219,0.618,0.613,0.954,1.218,1.525,1.103,1.009,1.346,1.315,1.945,1.191,1.903,3.106,5,5.934,5.069,5.66,7.49,10.353,13.238,12.09,8.76
"Armenia",51,100,0,0,0.037,0.056,0.077,0.141,0.204,0.245,0.227,0.138,0.134,0.214,0.277,0.376,0.17,0.139,0.181,0.189,0.28,0.2,0.298,0.502,0.844,1.087,1.028,1.164,1.577,2.267,3.077,3.15
"China",156,0,36834,50623.779,47398.434,55225.717,66585.1,62504.714,49424.494,50704.961,63787.322,47512.014,41342.834,38444.415,39035.782,40229.188,39218.445,38300.436,36021.239,35078.568,34559.034,34381.551,33915.2,31319.838,30474.61,29760.747,29224.632,28606.154,27857.285,26917.905,25968.966,25218.727
"China",156,5,26816,34200.51,47205.678,44046.301,53264.556,65015.454,61527.052,48896.813,50231.216,63284.251,47198.878,41119.855,38289.577,38924.344,40139.607,39136.878,38227.413,35958.793,35020.568,34504.377,34329.543,33865.631,31273.962,30430.574,29718.355,29183.771,28566.553,27819.046,26880.834,25933.047
"China",156,10,25333,25984.936,33262.823,45875.784,43617.023,52824.43,64631.449,61249.301,48717.433,50082.674,63132.808,47080.083,41021.016,38216.074,38857.794,40075.739,39079.851,38177.392,35913.756,34978.735,34465.058,34292.228,33830.34,31241.183,30399.305,29688.397,29154.888,28538.8,27792.08,26854.887
"China",156,15,24439,24749.495,25453.867,32546.636,45484.802,43371.71,52617.634,64410.163,61056.117,48569.582,49955.069,62953.878,46938.738,40914.505,38117.906,38759.753,39983.492,38998.081,38099.454,35839.923,34907.84,34396.307,34225.221,33765.005,31178.375,30337.74,29628.188,29095.833,28480.543,27734.949
"China",156,20,21572,23816.667,24197.366,24800.235,32159.646,45159.732,43160.313,52378.428,64126.492,60784.755,48379.44,49696.972,62659.833,46728.84,40717.232,37921.931,38574.904,39816.597,38836.447,37942.435,35688.636,34760.176,34251.191,34082.409,33624.415,31041.184,30202.652,29494.908,28963.908,28350.095
"China",156,25,19977,20875.061,23134.144,23441.87,24430.035,31840.667,44877.386,42915.412,52090.19,63780.797,60504.642,48059.358,49365.617,62357.252,46463.048,40459.613,37684.509,38360.999,39605.599,38631.69,37743.36,35495.85,34571.335,34065.792,33899.586,33444.274,30865.359,30029.304,29323.865,28794.719
"China",156,30,19584,19190.328,20107.074,22257.431,23006.938,24133.196,31590.647,44567.856,42632.106,51759.573,63445.074,60115.343,47720.605,49081.44,62042.456,46190.696,40217.56,37472.309,38153.572,39401.786,38435.188,37552.877,35312.896,34393.66,33891.762,33728.81,33276.953,30703.414,29870.438,29167.685
"China",156,35,17817,18728.447,18361.311,19205.266,21734.9,22671.63,23899.026,31320.943,44221.988,42318.853,51435.115,63009.485,59706.692,47434.322,48806.083,61729.448,45945.26,40010.708,37280.631,37967.375,39219.426,38260.853,37385.813,35155.053,34241.62,33744.554,33585.662,33138.098,30570.936,29741.828
"China",156,40,15600,16788.828,17763.897,17398.281,18627.619,21324.024,22383.735,23633.49,31011.739,43818.208,41973.609,50991.987,62506.294,59314.435,47137.715,48513.879,61401.389,45704.053,39803.405,37092.342,37785.483,39041.656,38093.327,37227.467,35008.275,34102.612,33611.877,33458.251,33016.012,30457.589
"China",156,45,14082,14450.113,15783.941,16703.497,16713.881,18158.696,20957.131,22041.124,23312.674,30609.243,43315.264,41488.297,50440.946,61968.252,58857.685,46783.745,48173.647,61012.461,45420.892,39564.759,36878.968,37579.859,38841.055,37906.558,37052.901,34849.684,33954.763,33472.482,33326.112,32891.268
"China",156,50,11367,12981.789,13403.579,14643.237,15814.744,16118.909,17670.489,20460.356,21590.228,22850.536,30064.222,42580.153,40848.828,49801.305,61284.161,58244.673,46321,47729.973,60491.953,45049.213,39256.556,36606.123,37317.74,38586.481,37671.266,36835.278,34655.316,33775.599,33305.756,33169.544
"China",156,55,10567,10286.43,11670.28,12041.573,13570.93,14944.08,15438.443,17013.449,19815.007,20924.248,22203.085,29261.388,41575.967,40013.338,48911.204,60267.514,57342.461,45648.809,47083.435,59729.682,44513.296,38816.573,36220.238,36949.578,38230.058,37344.928,36536.716,34391.682,33535.425,33084.206
"China",156,60,8550,8856.437,8619.671,9819.686,10774.096,12395.936,13924.457,14497.298,16077.587,18772.96,19896.579,21187.579,28064.747,40074.636,38749.504,47475.338,58630.534,55897.28,44578.855,46058.035,58522.831,43673.334,38133.403,35626.621,36386.419,37688.859,36853.994,36091.21,34002.945,33184.157
"China",156,65,6806,6387.773,6643.442,6533.653,8305.608,9338.291,11015.452,12553.282,13140.908,14647.432,17233.645,18341.464,19662.931,26217.982,37778.948,36684.461,45137.3,55959.271,53539.749,42834.627,44386.853,56553.541,42307.404,37026.554,34666.448,35476.832,36817.265,36065.392,35377.583,33381.215
"China",156,70,4041,4534.115,4178.466,4399.866,5099.386,6620.421,7609.296,9205.673,10587.782,11158.917,12616.629,14900.081,15991.539,17359.8,23524.327,34160.41,33426.796,41418.522,51684.204,49740.851,40009.353,41663.588,53327.812,40063.403,35198.765,33074.708,33965.179,35361.387,34743.342,34174.658
"China",156,75,2234,2164.306,2306.925,2273.981,2915.831,3483.488,4651.958,5507.839,6821.152,8016.432,8558.184,9753.943,11665.938,12841.846,14337.323,19679.136,28949.478,28662.787,35908.822,45260.918,43962.727,35660.29,37427.359,48260.122,36500.506,32270.549,30505.485,31501.495,32969.01,32549.183
"China",156,80,854,868.567,714.046,920.878,1160.274,1560.279,1951.507,2700.794,3333.907,4293.725,5133.914,5506.974,6468.407,8071.579,9295.53,10583.014,14812.717,22185.665,22341.455,28430.572,36359.766,35792.269,29399.614,31225.176,40707.762,31107.309,27776.469,26501.388,27608.699,29130.949
"China",156,85,171,249.71,177.875,199.856,345.299,449.01,624.66,815.497,1193.088,1544.546,2062.079,2500.61,2810.977,3541.37,4735.11,5610.486,6563.732,9423.399,14462.778,14900.708,19374.785,25281.844,25368.44,21223.28,22931.023,30387.044,23592.207,21384.256,20698.454,21855.33
"China",156,90,32,35.186,32.599,33.924,48.406,86.335,116.018,168.658,240.671,373.562,516.389,709.964,910.254,1133.154,1572.367,2179.089,2667.148,3218.042,4762.601,7524.787,7972.005,10644.895,14253.02,14666.01,12566.145,13894.72,18838.081,14949.803,13842.913,13672.697
"China",156,95,4,4.329,3.128,3.898,5.098,7.641,14.115,19.916,32.163,48.603,82.437,113.081,165.125,254.703,358.475,515.682,738.14,932.515,1162.007,1775.177,2894.302,3162.03,4353.396,6009.952,6370.388,5620.881,6402.154,8935.173,7297.862,6947.749
"China",156,100,0,0.389,0.337,0.287,0.448,0.61,0.93,1.729,2.607,4.522,7.264,12.216,18.624,34.417,61.864,92.275,134.963,196.293,257.623,329.433,497.302,816.833,978.101,1339.387,1887.733,2170.546,2098.289,2346.501,3194.424,3047.001
"Taiwan, Province of China",158,0,620,868.454,954.596,1004.04,976.707,946.027,968.427,938.385,771.402,770.625,725.355,583.06,467.209,489.808,481.452,493.769,490.765,473.65,434.288,398.647,390.602,389.537,397.368,398.91,389.098,371.296,353.761,346.104,346.641,350.174
"Taiwan, Province of China",158,5,500,618.153,860.439,954.011,1009.791,970.008,893.654,968.244,924.442,767.65,761.323,729.001,584.162,474.301,497.286,487.388,499.719,496.736,479.648,440.324,404.711,396.683,395.627,403.465,405.013,395.214,377.426,359.903,352.258,352.799
"Taiwan, Province of China",158,10,462,507.193,614.863,867.423,962.098,1010.304,927.12,892.965,987.563,921.601,759.398,768.585,729.633,587.904,479.101,501.089,491.215,503.554,500.588,483.518,444.216,408.625,400.606,399.558,407.403,408.958,399.166,381.388,363.873,356.234
"Taiwan, Province of China",158,15,394,466.049,500.824,613.446,883.65,960.471,1001.001,922.467,918.63,983.926,912.613,768.981,769.787,731.621,589.614,480.493,502.494,492.646,505.002,502.054,485.009,445.741,410.178,402.174,401.137,408.99,410.551,400.771,383.006,365.504
"Taiwan, Province of China",158,20,341,394.653,458.267,481.633,616.855,877.9,957.916,989.291,914.64,913.681,976.756,919.451,769.467,770.005,731.759,589.784,480.843,502.857,493.059,505.436,502.523,485.523,446.312,410.796,402.817,401.797,409.663,411.241,401.481,383.738
"Taiwan, Province of China",158,25,282,339.993,388.174,445.087,464.564,612.145,838.033,939.325,965.553,906.303,903.615,978.602,929.986,776.035,775.31,735.897,594.224,485.498,507.532,497.788,510.192,507.32,490.375,451.232,415.779,407.83,406.834,414.718,416.313,406.581
